,user_id,item_id,30,120,480,item_text,speaker,party,state,context,subject,job,date
199,42,362,0.0,,,The Obama administration plans to ban all weapons for U.S. citizens through international treaties.,chain-email,Other,,a chain email.,"foreign-policy,guns",,2012-11-27
200,43,344,0.8,0.9,,Cigarette butts poison babies and small children because of the nicotine in them.,karina-wood,Other,Rhode Island,testimony before the R.I. Senate Judiciary Committee,"children,environment,public-health","Policy director, the American Lung Association",2015-02-12
201,43,350,0.5,,,Travis County is surrounded by red counties.,lloyd-doggett,Democrat,Texas,a video,"bipartisanship,elections",Texas congressman in the U.S. Houst of Representatives,2013-11-22
202,43,352,0.35,,,President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office.,jeb-bush,Republican,Florida,"Atlantic, Iowa, during a campaign event.",bipartisanship,,2015-11-11
203,43,353,0.5,0.3,,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,sheldon-whitehouse,Democrat,Rhode Island,a debate,"health-care,medicare",U.S. Senator,2012-10-23
204,43,357,0.5,,,Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.,ron-fournier,Other,,"a pundit panel on ""Face the Nation""","candidates-biography,health-care,science",National Journal senior political columnist and editorial director,2015-05-10
205,44,363,0.0,0.0,,"For the first time in 35 years, we have more businesses dying than we do starting.",marco-rubio,Republican,Florida,"a speech in Orlando, Fla.","economy,small-business",U.S. Senator,2015-06-02
206,44,365,0.5,,,The Medicaid expansion is going to cost Florida $1.9 billion a year.,rick-scott,Republican,Florida,comments on CNBC,"health-care,medicaid,state-budget",Governor,2012-07-02
207,44,367,0.5,0.75,,Perry pushed for a law that lets insurance companies raise homeowners rates without having to justify the increase.,back-basics,Democrat,Texas,a TV ad,"candidates-biography,consumer-safety,message-machine",,2010-09-08
208,44,369,0.5,,,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",jamie-radtke,Republican,Virginia,a news release,federal-budget,,2011-01-17
209,44,371,0.25,0.25,,The unemployment rate for young people is down from a 10.6 percent high in 2009 to 2.6 percent today.,michelle-obama,Democrat,Illinois,a speech,"economy,job-accomplishments,jobs,workers",,2014-10-07
210,44,373,0.65,,,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,tweets,Other,,posts on Twitter.,sports,,2014-02-19
211,44,374,0.0,0.0,,"Obama said troops ""whine about bearing the costs"" of going to war.",chain-email,Other,,chain e-mail,"military,veterans",,2010-04-09
212,44,375,0.5,,,Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.,kathleen-ford,Democrat,Florida,a mayoral forum,"crime,education",Attorney,2013-06-27
213,44,376,0.0,0.0,0.0,"In the past two years, Democrats have spent more money than this country has spent in the last 200 years combined.",eric-cantor,Republican,Virginia,an interview on Comedy Central's Daily Show with Jon Stewart,"federal-budget,history",House Majority Leader,2010-10-12
214,44,377,0.5,,,Georgia still has one of the richest programs in terms of scholarships for students to go to college.,nathan-deal,Republican,,a radio interview,education,,2011-03-02
215,45,364,0.0,,,Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,glenn-grothman,Republican,Wisconsin,a radio interview,"homeland-security,terrorism","State Senator, 20th District",2015-11-20
216,45,366,0.15,,,Wisconsin is #1 in the Midwest for personal income growth over the year.,scott-walker,Republican,Wisconsin,a tweet,"economy,income,jobs",Milwaukee County Executive,2014-07-30
217,45,370,0.0,,,"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.",peoples-majority,Other,,a TV commercial,"bankruptcy,bush-administration,candidates-biography,congress,congressional-rules,corporations,economy,ethics,financial-regulation,government-regulation,history,legal-issues,message-machine-2012,campaign-advertising",,2012-10-30
218,45,372,0.65,0.5,,Texas this fiscal year will have more money in reserve than the other 49 states combined.,dan-patrick,Republican,Texas,an interview on KLBJ AM in Austin,"state-budget,state-finances,states",Lieutenant governor-elect,2015-02-25
219,46,282,0.5,0.7,,20 million people could lose their current coverage including our senior citizens who are on Medicare.,us-chamber-commerce,Other,,a TV ad,"health-care,medicare,message-machine-2012,10-news-tampa-bay",,2012-05-09
220,46,286,0.5,,,Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.,dolores-gresham,Republican,Tennessee,an interview with reporters following presentation of improved lottery revenues.,"deficit,lottery,state-finances",State senator,2012-02-29
221,46,359,0.65,,,"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",steve-oelrich,Republican,Florida,"floor debate on May 5, 2011","abortion,health-care",State senator,2011-05-17
222,47,274,0.75,,,"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",gsu-alumni-association,Other,,mass email,education,,2015-01-13
223,47,291,0.8,,,Proposed NClaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed.,aclu-north-carolina,Other,North Carolina,a press release,"after-the-fact,civil-rights,criminal-justice,public-safety,transparency",,2016-06-29
224,47,310,1.0,,,We are making the largest investment in education in our nations history.,barack-obama,Democrat,Illinois,a bill signing ceremony in Denver.,"education,stimulus",President,2009-02-17
225,47,378,0.7,,,"As Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge.",mary-nolan,Democrat,Oregon,a post on her website.,"state-budget,state-finances,transportation",Represents Southwest Portland in Oregon House,2012-09-28
226,47,379,0.5,0.5,,Ed Schultz said Alan Grayson is what its all about.,alan-grayson,Democrat,Florida,a TV ad.,"message-machine,pundits",U.S. House of Representatives,2010-09-03
227,47,381,0.3,0.25,,Obamacare will question your sex life.,betsy-mccaughey,Republican,,the New York Post,"health-care,privacy",,2013-09-15
228,47,382,0.75,,,States that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,women-wall,Other,,a Texas Capitol rally.,immigration,,2011-06-11
229,47,384,0.8,,,"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.",johnny-isakson,Republican,Georgia,a press release,"energy,housing",U.S. Senator,2011-10-19
230,47,385,0.9,0.9,,U.S. Sen. Marco Rubio says troops are leaving Iraq too fast.,wrongwayrubiocom,Democrat,Florida,a Twitter messaging campaign,"foreign-policy,iraq",,2012-05-08
231,47,386,0.8,,,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,winning-democrats,Democrat,,an article,"health-care,medicare",,2016-12-01
232,47,388,0.15,,,"Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.",viral-image,Other,,a blog post and subsequently reposted on Facebook.,guns,,2015-10-25
233,47,390,0.2,,,"Had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.",john-thrasher,Republican,Florida,comments on the Senate floor,"immigration,terrorism",Republican Party of Florida Chairman,2011-05-03
234,47,391,0.85,0.85,,Only about 2 percent of gunsales in Virginia are not subject to background checks.,thomas-norment-jr,Republican,Virginia,a debate.,guns,"Minority leader, Virginia Senate",2015-10-05
235,47,392,0.75,0.75,0.8,Senator McCain voted against the Bush tax cuts. Now he's for them.,mitt-romney,Republican,Massachusetts,"Stratham, N.H.",taxes,Former governor,2007-04-26
236,47,393,0.75,0.8,,"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.",john-depetro,Other,Rhode Island,a talk-show discussion,religion,Talk-show host,2011-11-29
237,47,395,0.8,,,Milwaukees problems include 52 percent black male unemployment.,marvin-pratt,Other,Wisconsin,a TV interview,"economy,jobs",Former Acting Mayor of Milwaukee,2010-11-02
238,47,396,0.75,,,Felony crimes in the city of Atlanta are the lowest they have been since 1969.,kasim-reed,Democrat,,a speech,crime,,2013-02-13
239,47,400,0.8,,,"When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws, Gov. Scott Walker nodded yes.",state-democratic-party-wisconsin,Democrat,Wisconsin,a web video,"campaign-finance,legal-issues,campaign-advertising",,2014-06-24
240,47,403,0.8,0.75,,22 Countries Invaded by the U.S. in 20 Years.,facebook-posts,Other,,viral posts on the Internet,"foreign-policy,military,terrorism",Social media posting,2014-03-28
241,47,404,0.85,0.8,0.8,The government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.,rick-perry,Republican,Texas,a speech.,"agriculture,public-safety,transportation",Governor,2011-08-15
242,47,405,0.8,0.8,,"Over the past five years, the American automobile industry has created about 500,000 new jobs.",barack-obama,Democrat,Illinois,a speech in Wayne. Mich.,"economy,jobs",President,2015-01-07
243,47,406,0.25,,,Abortion services are well over 90 percent of what Planned Parenthood does.,jon-kyl,Republican,Arizona,a Senate floor speech,"abortion,federal-budget",U.S. Senator,2011-04-08
244,47,407,0.75,0.7,0.7,The stimulus bill contains $20 million for the removal of small to medium-sized fish passage barriers and $25 million to rehabilitate off-roading trails for ATVs.,mike-pence,Republican,Indiana,a speech,"economy,federal-budget,stimulus",Governor,2009-02-03
245,47,409,0.75,,,Alex Sinks plans for governor include $12.5 billion in new spending.,rick-scott,Republican,Florida,a Leadership Florida/Florida Press Association debate.,"education,government-efficiency,state-budget,transportation",Governor,2010-10-20
246,47,412,0.75,0.7,,Not one Republican has the guts to recognize that climate change is real.,bernie-s,Other,Vermont,a Democratic debate in New Hampshire,"cap-and-trade,climate-change,debates,economy,energy,environment,government-regulation,jobs,campaign-advertising,polls,public-safety",U.S. Senator,2016-02-04
247,47,413,0.75,,,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,scott-walker,Republican,Wisconsin,a tweet,taxes,Milwaukee County Executive,2014-12-12
248,47,414,0.85,0.8,,"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.",jack-kingston,Republican,Georgia,,guns,U.S. Representative,2012-12-18
249,47,415,0.8,,,Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,rick-north,Other,Oregon,an opinion piece for Blue Oregon.,"agriculture,environment",,2013-09-24
250,47,416,0.1,0.1,0.1,"Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",chain-email,Other,,a widely circulated e-mail,patriotism,,2008-10-25
251,47,417,0.7,0.7,0.7,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",naral-pro-choice-america,Other,,a web video.,"abortion,state-budget",,2011-06-06
252,47,418,0.7,,,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,jeff-greene,Democrat,Florida,a campaign mail piece.,"candidates-biography,ethics,message-machine",,2010-07-31
253,47,419,0.2,,,U.S. Rep. Scott Rigell wants gun owners in a federal registration system.,national-association-gun-rights,Other,,a TV ad.,guns,,2013-02-27
254,47,420,0.75,0.75,,The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.,bobby-scott,Democrat,Virginia,a news release.,"deficit,federal-budget",U.S. Congressman,2011-08-01
255,47,421,0.1,,,Fast and Furious began under the Bush administration.,barack-obama,Democrat,Illinois,an interview on Univision,guns,President,2012-09-20
256,47,423,0.0,,,Illinois Democrat David Gill would end Medicare.,national-republican-congressional-committee,Republican,,a campaign commercial,"health-care,medicare,message-machine-2012",,2012-09-10
257,47,426,0.7,0.7,0.7,Guantanamo detainees get taxpayer-paid-for prayer rugsthey had honey-glazed chicken and rice pilaf.,duncan-hunter,Republican,California,"a debate in Durham, N.H.",terrorism,U.S. representative,2007-09-05
258,47,428,0.1,0.1,,I didnt try to push a bill to reduce lottery scholarship proceeds for students.,dolores-gresham,Republican,Tennessee,in an interview with The Commercial Appeal.,"education,lottery",State senator,2012-07-16
259,47,430,0.05,,,Campaign contributions to my rival for a state House seat was money intended for schoolchildren.,jill-chambers,Republican,Georgia,a recorded telephone message,campaign-finance,State House Representative,2010-09-27
260,47,431,0.0,,,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,austin-scott,Republican,Georgia,press conference,"congress,government-regulation,guns,public-health,states",,2015-06-05
261,47,433,1.0,,,Union bosses bused protesters to aCentral Florida education protest.,florida-chamber-commerce,Other,Florida,a radio ad.,"education,labor,state-budget",,2011-03-03
262,47,434,0.15,0.15,,Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,peter-lavelle,Other,,"a segment on RT's ""CrossTalk""",pundits,Crosstalk host on RT,2014-07-23
263,47,435,1.0,,,"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.",rachel-maddow,Other,,a segment on her show,"elections,pundits",MSNBC host,2015-07-13
264,47,436,0.7,0.7,,"Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged.",bill-oreilly,Other,,"a comment on Fox News' ""The O'Reilly Factor""","federal-budget,history,poverty,pundits",Fox News Channel host,2011-07-26
265,47,437,0.2,,,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",chris-christie,Republican,New Jersey,a gubernatorial campaign television ad,taxes,Governor of New Jersey,2013-05-13
266,47,438,0.85,,,"Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.",dave-yost,Republican,ohio,a campaign video,"message-machine,taxes",Ohio auditor,2010-08-10
267,47,439,0.0,0.0,0.0,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",john-boehner,Republican,Ohio,an op-ed for National Review,"abortion,health-care,taxes",Speaker of the House of Representatives,2009-07-23
268,47,440,0.6,0.6,0.1,"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.",loretta-sanchez,Democrat,California,a U.S. Senate campaign debate.,"crime,criminal-justice",member of Congress,2016-10-05
269,47,441,0.8,,,"In 2011, Oregon had the second fastest growing economy in the nation.",john-kitzhaber,Democrat,Oregon,a speech.,"economy,jobs",Governor of Oregon,2012-12-03
270,47,444,0.7,0.7,,"Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",jerry-patterson,Republican,Texas,a newspaper column,"children,education,energy,state-budget",state land commissioner,2010-04-27
271,47,445,0.75,,,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,kay-bailey-hutchison,Republican,Texas,a debate.,immigration,U.S. Senator,2010-01-14
272,47,448,1.0,1.0,,"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.",chris-christie,Republican,New Jersey,State of the State address,"economy,jobs",Governor of New Jersey,2013-01-08
273,47,449,0.75,0.75,0.75,"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",nancy-ann-deparle,Democrat,,"an interview on ""The NewsHour""",health-care,White House Office of Health Reform Director,2009-10-12
274,47,450,0.75,,,Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.,charlie-crist,Democrat,Florida,a TV ad.,"message-machine,state-budget,voting-record",,2010-09-20
275,47,451,0.75,,,I wake up every morning in a house (the White House) that was built by slaves.,michelle-obama,Democrat,Illinois,a speech at the Democratic National Convention in Philadelphia,"diversity,history",,2016-07-25
276,47,453,0.15,,,Abortionists have reduced our black population by more than 25 percent since 1973.,charles-van-zant,Republican,Florida,House floor debate on HB 845,abortion,Member of Florida House of Representatives,2013-04-18
277,47,457,0.75,,,Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,mike-pence,Republican,Indiana,a TV interview,economy,Governor,2009-03-17
278,47,459,0.75,,,All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,chain-email,Other,,a chain e-mail,"health-care,market-regulation",,2009-07-28
279,47,461,0.7,,,Florida has the second-lowest (campaign) contribution limit in the entire country.,will-weatherford,Republican,Florida,a news conference,campaign-finance,State Representative,2013-01-30
280,47,465,1.0,1.0,,Donald Trump used undocumented labor to build the Trump Tower.,hillary-clinton,Democrat,New York,in a debate,"candidates-biography,immigration",Presidential candidate,2016-10-20
281,47,467,0.0,,,The secret John Doe criminal investigation of my campaign has been resolved and two judges have said it is over.,scott-walker,Republican,Wisconsin,a TV interview,"campaign-finance,legal-issues",Milwaukee County Executive,2014-06-20
282,47,468,1.0,,,"Opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",chet-edwards,Democrat,Texas,a TV ad.,"candidates-biography,economy,message-machine",U.S. House member,2010-09-06
283,47,469,1.0,,,The budget for the Consumer Financial Protection Bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.,elijah-cummings,Democrat,Maryland,a congressional subcommittee hearing,"federal-budget,financial-regulation,market-regulation",U.S. Representativej,2011-05-24
284,47,470,1.0,,,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,blog-posting,Other,,"social media posts, blogs",immigration,,2015-10-09
285,47,471,1.0,,,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",paul-manafort,Republican,,"an interview on NBC's ""Meet the Press""",debates,,2016-07-31
286,47,473,0.75,0.75,,"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",jobs-ohio,Other,Ohio,a television ad,"economy,jobs",State job creation organization,2012-11-17
287,47,474,0.75,0.75,,Hedge fund managers pay less in taxes than nurses and truck drivers.,hillary-clinton,Democrat,New York,"an appearance in Mason City, Iowa","economy,income,jobs,taxes",Presidential candidate,2015-05-18
288,47,475,1.0,,,A major part of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman was essentially written by BP.,mitch-mcconnell,Republican,Kentucky,a Senate floor speech,"climate-change,corporations,energy,environment,oil-spill",Senate minority leader,2010-06-09
289,47,476,0.7,,,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",georgia-department-transportation,Other,,a press release,jobs,,2011-07-19
290,47,477,0.0,,,The Senate voted this week to allow illegal aliens access to Social Security benefits.,chain-email,Other,,a chain email,immigration,,2009-07-14
291,47,478,0.7,,,More Texans have new jobs today than the entire population of Fort Worth.,rick-perry,Republican,Texas,an ad,"economy,jobs",Governor,2010-10-13
292,47,479,0.7,,,"My GOP challenger, Doug MacGinnitie, ""hadnt voted in a Republican primary for almost 20 years until 2008.",brian-kemp,Republican,Georgia,a Cobb County Republican Party breakfast speech June 5,voting-record,Secretary of State,2010-07-05
293,48,418,0.55,,,Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.,jeff-greene,Democrat,Florida,a campaign mail piece.,"candidates-biography,ethics,message-machine",,2010-07-31
294,48,482,0.5,0.2,0.1,One out of every three students currently today is ready for college before they go there.,will-weatherford,Republican,Florida,at Suncoast Tiger Bay luncheon,education,State Representative,2013-09-10
295,48,483,0.5,,,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,michelle-malkin,Other,Colorado,a blog post,"ethics,pundits",Blogger and commentator,2011-01-12
296,49,338,0.45,0.55,0.55,83% of doctors have considered leaving the profession because of #Obamacare.,jeff-duncan,Republican,South Carolina,a tweet,"health-care,polls",U.S. House of Representatives,2012-07-10
297,49,485,0.55,,,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,helio-melo,Democrat,Rhode Island,a House floor debate,"environment,state-budget,taxes,water",State Representative,2012-06-07
298,49,486,0.5,0.45,,"Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.",mark-sanford,Republican,South Carolina,a commentary piece,"economy,stimulus",Governor,2009-04-30
299,49,487,0.5,0.55,,"We reduced the government workforce by 13,000, 11 percent, during my eight years.",jeb-bush,Republican,Florida,a speech at Gov. Rick Scott's Economic Growth Summit in Orlando,"florida,jobs,state-budget",,2015-06-02
300,50,276,0.7,,,We now have the greatest income inequality since the Great Depression.,john-edwards,Democrat,North Carolina,a story by Reuters wire service.,economy,former senator,2007-05-12
301,50,489,0.0,0.85,,90% of Americans want national background checks that close loopholes.,jeremy-bird,Democrat,Illinois,a tweet after the shootings at an Oregon community college,"crime,criminal-justice,government-regulation,guns","founding partner, 270 Strategies",2015-10-02
302,50,490,0.5,,,Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,michelle-malkin,Other,Colorado,her column.,"abortion,congress,women",Blogger and commentator,2012-03-07
303,50,491,0.2,,,Peter DeFazio will sneak in a 1 percent tax on all banking transactions.,chain-email,Other,,in a chain e-mail,taxes,,2010-09-30
304,51,353,1.0,1.0,1.0,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,sheldon-whitehouse,Democrat,Rhode Island,a debate,"health-care,medicare",U.S. Senator,2012-10-23
305,51,495,0.6,,,"More than half of all black children live in single-parent households, a number that has doubled doubled since we were children.",barack-obama,Democrat,Illinois,a speech at a Chicago church,families,President,2008-06-15
306,51,496,0.5,,,"Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.",marco-rubio,Republican,Florida,a FoxNews.com op-ed,"economy,health-care,jobs,small-business",U.S. Senator,2013-07-25
307,51,501,0.5,,,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",milele-coggs,Other,Wisconsin,a news release,elections,"Member of Milwaukee Common Council, representing 6th District",2011-02-03
308,51,513,0.7,,,The Republican presidential nominee hasnt won women since 1988.,heather-mcghee,Other,,"a panel discussion on ""Meet the Press""",women,"President, Demos",2015-08-09
309,51,514,0.5,,,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",metropolitan-north-georgia-water-planning-district,Other,,a press release,"environment,water",,2015-06-16
310,52,494,0.15,,,New food safety legislation will regulate backyard gardening.,blog-posting,Other,,postings to the Internet,"agriculture,food-safety,market-regulation",,2010-11-29
311,52,506,0.1,,,Supreme Court 15 times over the last 120 years has said marriage is a fundamental right and never said it had to be between a man and a woman.,ted-olson,Republican,,"an interview on ""Fox News Sunday""","gays-and-lesbians,marriage,supreme-court",Attorney,2015-01-18
312,53,499,0.5,0.2,,"We have 80,000 abortions in Texas every year.",dan-patrick,Republican,Texas,remarks on the Senate floor,"abortion,corrections-and-updates",Lieutenant governor-elect,2011-02-17
313,53,502,0.9,,,"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.",bob-wirch,Democrat,Wisconsin,a news release,state-budget,"State Senator, 22nd District",2010-11-15
314,53,503,0.9,,,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",charlie-crist,Democrat,Florida,an ABC News U.S. Senate debate.,social-security,,2010-10-06
315,53,504,0.5,0.55,,"When I was secretary of state, I had a very high approval rating.",hillary-clinton,Democrat,New York,"an interview on ""Meet the Press""","candidates-biography,foreign-policy,polls",Presidential candidate,2016-05-22
316,54,517,0.05,0.05,,John McCain has done nothing to help the vets.,donald-trump,Republican,New York,comments on ABC's This Week.,"military,veterans,voting-record",President-Elect,2015-07-19
317,54,518,0.8,,,"New tax increases that went into effect on Jan.1, 2015, all passed under the Affordable Care Act, aka Obamacare.",chain-email,Other,,a chain email,"health-care,medicare,taxes",,2015-01-01
318,54,519,0.9,,,First eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,derek-ryan,Republican,Texas,a tweet,"city-government,corrections-and-updates",Political consultant,2013-05-22
319,55,521,0.7,0.95,,Virginia is the biggest state that does not have a major league sports team.,jimmy-barrett,Other,Virginia,an interview.,sports,Radio personality,2012-12-06
320,56,319,0.55,0.0,,Were borrowing 40 cents of every dollar we spend.,kent-conrad,Democrat,North Dakota,"an interview on ""This Week with Christiane Amanpour.""","federal-budget,abc-news-week",U.S. Senator,2011-01-23
321,56,522,0.0,0.0,,Congress Approves Bill Offering Free Cars To Welfare Recipients.,americannewscom,Other,,a web post,welfare,,2014-11-02
322,57,523,0.1,,,Hawaii Gov. Neil Abercrombie made a late-night visit to Kinkos to forge President Barack Obamas birth certificate two days before Obama unveiled it to the media.,chain-email,Other,,e-mail messages circulating on the Internet,obama-birth-certificate,,2012-04-01
323,57,524,0.25,0.3,,Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,george-barker,Democrat,Virginia,statement,"medicaid,state-budget",State senator,2014-07-26
324,58,525,0.8,,,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",barack-obama,Democrat,Illinois,"Elko, Nev.",taxes,President,2008-09-17
325,58,533,0.65,0.65,0.65,Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.,progress-florida,Other,,a press release.,"energy,environment,oil-spill",,2010-05-03
326,59,534,0.05,0.0,,"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.",jim-mcdermott,Democrat,Washington state,"an interview on MSNBC's ""Politics Nation""","families,poverty,workers",U.S. Representative,2013-11-12
327,59,536,0.6,0.15,,"The State Department spent $630,000 to get 2 million Facebook Likes.",rob-portman,Republican,Ohio,a news release,deficit,U.S. senator from Ohio,2013-07-17
328,59,537,0.6,,,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",jamie-samons,Other,Rhode Island,a Providence Journal story,environment,Spokeswoman for the Narragansett Bay commission,2010-11-17
329,59,538,0.5,0.5,,PolitiFact Wisconsin concluded that the charge that Justice Prosser prejudges matters that come before the court is True.,joanne-kloppenburg,Other,Wisconsin,a statement at a candidate forum,"candidates-biography,legal-issues",State Appeals Court judge,2011-03-29
330,59,539,0.65,,,"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check.",mitt-romney,Republican,Massachusetts,a campaign ad,"message-machine-2012,welfare",Former governor,2012-08-06
331,59,540,0.5,0.6,0.35,Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,mary-mannix,Other,Virginia,a news conference.,health-care,President and CEO or Augusta Health,2015-09-16
332,59,541,0.9,,,I have tremendous support from women.,donald-trump,Republican,New York,"a speech in Jacksonville, Fla.","elections,women",President-Elect,2016-11-03
333,59,542,0.5,,,Obama has jumped the shark and ordered the ocean closed!,tweets,Other,,a tweet,"environment,federal-budget",,2013-10-05
334,60,534,0.15,0.05,,"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.",jim-mcdermott,Democrat,Washington state,"an interview on MSNBC's ""Politics Nation""","families,poverty,workers",U.S. Representative,2013-11-12
335,60,543,0.4,,,To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.,todd-staples,Republican,Texas,oped commentary,"children,education",state agriculture commissioner,2014-09-08
336,60,544,0.5,,,"Nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",ellen-rosenblum,Democrat,,an opinion article,housing,,2013-08-03
337,61,548,0.15,,,Ronald Reagans philosophy of peace through strength is why the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.,mitt-romney,Republican,Massachusetts,a speech to the American-Israel Public Affairs Committee,"foreign-policy,history",Former governor,2012-03-06
338,62,517,0.9,,,John McCain has done nothing to help the vets.,donald-trump,Republican,New York,comments on ABC's This Week.,"military,veterans,voting-record",President-Elect,2015-07-19
339,62,550,0.5,,,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",chain-email,Other,,a chain e-mail.,health-care,,2009-04-02
340,62,551,0.6,,,Mickey Mouse was registered to vote (in Florida).,eric-eisnaugle,Republican,Florida,comments made on the House floor,elections,State Representative,2011-04-21
341,62,552,0.5,0.6,,In the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,michael-skindell,Democrat,Ohio,a news conference,environment,State senator,2011-09-07
342,62,553,0.6,,,Baltimore police are trained by Mossad and Shin Bet.,nation-islam-research-group,Other,,a Facebook post,"israel,public-safety",,2015-04-26
